@relation 'estacao'

@attribute umidade real
@attribute velocidade_vento real
@attribute chuva real
@attribute radicao_solar real
@attribute et real
@attribute classe {Frio,Normal,Quente}
 
@data
89,0.0,0.00,0,0.00,Frio
91,0.0,0.00,0,0.00,Frio
89,0.0,0.00,0,0.00,Frio
85,0.0,0.00,0,0.00,Frio
81,0.9,0.00,0,0.03,Frio
83,0.4,0.00,0,0.03,Frio
85,0.0,0.00,0,0.03,Frio
85,0.0,0.00,0,0.00,Frio
89,0.0,0.00,4,0.00,Frio
75,0.4,0.00,129,0.08,Frio
68,1.8,0.00,339,0.20,Frio
61,1.8,0.00,506,0.33,Normal
55,1.3,0.00,625,0.38,Normal
39,2.2,0.00,691,0.48,Normal
39,2.7,0.00,701,0.51,Normal
34,2.7,0.00,640,0.51,Normal
31,2.7,0.00,527,0.43,Normal
35,2.2,0.00,366,0.33,Normal
41,2.2,0.00,165,0.18,Normal
54,0.9,0.00,14,0.05,Normal
68,0.9,0.00,0,0.05,Normal
67,0.9,0.00,0,0.03,Frio
63,1.3,0.00,0,0.05,Frio
67,0.9,0.00,0,0.03,Frio
65,0.4,0.00,0,0.03,Frio
69,0.0,0.00,0,0.03,Frio
72,0.0,0.00,0,0.03,Frio
72,0.4,0.00,0,0.03,Frio
77,0.4,0.00,0,0.03,Frio
82,0.0,0.00,0,0.03,Frio
86,0.0,0.00,0,0.00,Frio
83,0.0,0.00,0,0.00,Frio
82,0.0,0.00,4,0.00,Frio
66,0.0,0.00,137,0.08,Frio
60,1.3,0.00,354,0.23,Frio
52,3.1,0.00,517,0.36,Normal
39,3.1,0.00,637,0.46,Normal
37,3.6,0.00,705,0.53,Normal
33,3.6,0.00,692,0.53,Normal
31,3.1,0.00,624,0.48,Normal
31,2.2,0.00,482,0.38,Normal
33,1.8,0.00,330,0.28,Normal
38,1.3,0.00,142,0.15,Normal
51,0.0,0.00,17,0.03,Normal
70,0.0,0.00,0,0.03,Frio
72,0.0,0.00,0,0.03,Frio
74,0.4,0.00,0,0.03,Frio
77,0.0,0.00,0,0.03,Frio
73,0.0,0.00,0,0.03,Frio
72,0.0,0.00,0,0.03,Frio
76,0.0,0.00,0,0.03,Frio
83,0.0,0.00,0,0.00,Frio
78,0.0,0.00,0,0.00,Frio
78,0.0,0.00,0,0.03,Frio
83,0.0,0.00,0,0.00,Frio
88,0.0,0.00,0,0.00,Frio
91,0.0,0.00,4,0.00,Frio
74,0.0,0.00,140,0.08,Frio
65,0.9,0.00,338,0.20,Frio
54,1.8,0.00,512,0.33,Normal
46,1.8,0.00,615,0.41,Normal
42,1.3,0.00,684,0.46,Normal
39,1.8,0.00,680,0.46,Normal
38,1.8,0.00,625,0.43,Normal
36,0.9,0.00,518,0.36,Normal
39,0.9,0.00,304,0.23,Normal
40,0.9,0.00,162,0.13,Normal
56,0.0,0.00,15,0.03,Normal
66,0.0,0.00,0,0.03,Frio
64,0.4,0.00,0,0.03,Frio
68,0.0,0.00,0,0.03,Frio
69,0.0,0.00,0,0.03,Frio
73,0.0,0.00,0,0.03,Frio
73,0.0,0.00,0,0.03,Frio
74,0.0,0.00,0,0.03,Frio
75,0.0,0.00,0,0.03,Frio
77,0.0,0.00,0,0.03,Frio
76,0.0,0.00,0,0.03,Frio
75,0.0,0.00,0,0.03,Frio
82,0.0,0.00,0,0.03,Frio
88,0.0,0.00,4,0.00,Frio
69,0.0,0.00,139,0.08,Frio
61,0.9,0.00,350,0.20,Frio
46,1.3,0.00,519,0.33,Normal
41,3.1,0.00,643,0.46,Normal
38,2.7,0.00,707,0.51,Normal
36,2.7,0.00,713,0.53,Normal
34,2.7,0.00,656,0.48,Normal
33,1.8,0.00,538,0.41,Normal
31,1.8,0.00,376,0.30,Normal
35,1.8,0.00,171,0.18,Normal
46,0.4,0.00,15,0.03,Normal
55,0.4,0.00,0,0.05,Frio
64,0.0,0.00,0,0.03,Frio
70,0.0,0.00,0,0.03,Frio
75,0.0,0.00,0,0.03,Frio
67,0.4,0.00,0,0.03,Frio
75,0.0,0.00,0,0.03,Frio
80,0.0,0.00,0,0.03,Frio
77,0.0,0.00,0,0.03,Frio
74,0.0,0.00,0,0.03,Frio
81,0.0,0.00,0,0.03,Frio
83,0.0,0.00,0,0.00,Frio
81,0.0,0.00,0,0.00,Frio
91,0.0,0.00,4,0.00,Frio
69,0.9,0.00,136,0.08,Frio
58,1.8,0.00,344,0.23,Frio
52,2.7,0.00,508,0.36,Normal
44,3.1,0.00,631,0.46,Normal
38,1.8,0.00,696,0.48,Normal
37,1.3,0.00,696,0.48,Normal
34,1.8,0.00,639,0.46,Normal
33,1.3,0.00,523,0.38,Normal
34,0.9,0.00,361,0.28,Quente
38,0.0,0.00,164,0.13,Normal
52,0.4,0.00,15,0.03,Normal
58,0.9,0.00,0,0.05,Normal
60,0.0,0.00,0,0.03,Frio
63,0.0,0.00,0,0.03,Frio
72,0.0,0.00,0,0.03,Frio
68,0.0,0.00,0,0.03,Frio
74,0.0,0.00,0,0.03,Frio
72,0.0,0.00,0,0.03,Frio
73,0.0,0.00,0,0.03,Frio
72,0.0,0.00,0,0.03,Frio
81,0.0,0.00,0,0.03,Frio
82,0.0,0.00,0,0.00,Frio
79,0.4,0.00,0,0.03,Frio
81,0.0,0.00,4,0.00,Frio
66,0.4,0.00,128,0.08,Frio
60,1.8,0.00,332,0.23,Normal
54,2.2,0.00,498,0.33,Normal
47,1.3,0.00,620,0.41,Normal
42,1.3,0.00,685,0.46,Normal
40,1.3,0.00,691,0.48,Normal
36,1.3,0.00,665,0.48,Quente
36,1.8,0.00,575,0.43,Quente
38,1.3,0.00,312,0.25,Quente
47,0.4,0.00,87,0.08,Quente
56,1.3,0.00,14,0.05,Normal
61,0.9,0.00,0,0.05,Normal
65,0.0,0.00,0,0.03,Normal
70,0.0,0.00,0,0.03,Frio
74,0.0,0.00,0,0.03,Frio
71,0.0,0.00,0,0.03,Frio
71,0.0,0.00,0,0.03,Frio
71,0.0,0.00,0,0.03,Frio
81,0.4,0.00,0,0.03,Frio
83,0.0,0.00,0,0.03,Frio
85,0.0,0.00,0,0.00,Frio
87,0.0,0.00,0,0.00,Frio
89,0.0,0.00,0,0.00,Frio
91,0.0,0.00,4,0.00,Frio
79,0.4,0.00,126,0.08,Frio
70,1.3,0.00,327,0.20,Normal
64,2.2,0.00,492,0.33,Normal
56,1.8,0.00,615,0.41,Normal
50,1.8,0.00,683,0.48,Normal
45,1.3,0.00,708,0.48,Quente
43,1.3,0.00,683,0.46,Quente
43,1.8,0.00,472,0.36,Quente
43,1.3,0.00,350,0.28,Quente
46,0.4,0.00,142,0.13,Quente
55,0.0,0.00,13,0.03,Normal
63,0.0,0.00,0,0.05,Normal
67,0.4,0.00,0,0.03,Normal
71,0.4,0.00,0,0.03,Normal
71,0.0,0.00,0,0.03,Frio
72,0.0,0.00,0,0.03,Frio
79,0.0,0.00,0,0.03,Frio
77,0.0,0.00,0,0.03,Frio
79,0.0,0.00,0,0.03,Frio
76,0.0,0.00,0,0.03,Frio
84,0.0,0.00,0,0.03,Frio
84,0.0,0.00,0,0.00,Frio
85,0.0,0.00,0,0.00,Frio
88,0.0,0.00,4,0.00,Frio
79,0.4,0.00,124,0.08,Frio
71,1.8,0.00,327,0.20,Normal
64,1.8,0.00,506,0.33,Normal
60,2.2,0.00,613,0.41,Normal
52,1.8,0.00,678,0.46,Normal
49,1.8,0.00,700,0.48,Quente
51,1.8,0.00,237,0.23,Quente
45,2.2,0.00,533,0.41,Quente
45,0.4,0.00,342,0.23,Quente
50,1.3,0.00,148,0.15,Quente
61,0.9,0.00,14,0.05,Quente
70,0.0,0.00,0,0.03,Normal
71,0.0,0.00,0,0.03,Normal
82,0.0,0.00,0,0.03,Normal
78,0.0,0.00,0,0.03,Frio
78,0.0,0.00,0,0.03,Frio
85,0.0,0.00,0,0.03,Frio
86,0.0,0.00,0,0.00,Frio
89,0.0,0.00,0,0.00,Frio
85,0.0,0.00,0,0.00,Frio
79,0.0,0.00,0,0.03,Frio
81,0.0,0.00,0,0.03,Frio
83,0.0,0.00,0,0.03,Frio
87,0.0,0.00,5,0.00,Frio
73,0.4,0.00,132,0.08,Normal
66,0.9,0.00,329,0.20,Normal
58,1.8,0.00,491,0.33,Normal
53,1.8,0.00,613,0.41,Normal
49,1.3,0.00,678,0.46,Quente
45,1.3,0.00,691,0.48,Quente
42,0.9,0.00,647,0.43,Quente
45,1.3,0.00,460,0.36,Quente
47,1.8,0.00,259,0.23,Quente
50,2.2,0.00,57,0.10,Quente
61,0.9,0.00,11,0.03,Normal
66,0.4,0.00,0,0.05,Normal
69,0.0,0.00,0,0.03,Normal
69,0.0,0.00,0,0.03,Normal
77,0.0,0.00,0,0.03,Normal
82,0.0,0.00,0,0.03,Frio
83,0.0,0.00,0,0.03,Frio
79,0.4,0.00,0,0.03,Frio
76,0.9,0.00,0,0.03,Frio
79,1.8,0.00,0,0.03,Frio
79,1.3,0.00,0,0.03,Frio
90,0.4,0.00,0,0.03,Frio
91,1.3,0.00,0,0.00,Frio
89,0.9,0.00,5,0.00,Frio
81,0.9,0.00,124,0.08,Frio
73,2.2,0.00,328,0.20,Normal
67,2.2,0.00,494,0.33,Normal
61,3.6,0.00,617,0.43,Normal
57,3.1,0.00,689,0.48,Normal
52,3.6,0.00,698,0.51,Normal
50,3.6,0.00,647,0.48,Normal
52,4.0,0.00,503,0.41,Normal
50,4.5,0.00,348,0.33,Normal
54,4.0,0.00,172,0.20,Normal
64,2.2,0.00,17,0.08,Normal
70,0.4,0.00,0,0.03,Normal
75,0.0,0.00,0,0.03,Normal
75,0.9,0.00,0,0.03,Frio
77,2.2,0.00,0,0.05,Frio
82,1.3,0.00,0,0.03,Frio
80,1.3,0.00,0,0.03,Frio
82,2.2,0.00,0,0.03,Frio
83,2.2,0.00,0,0.03,Frio
86,2.2,0.00,0,0.03,Frio
88,3.1,0.00,0,0.03,Frio
90,2.2,0.00,0,0.03,Frio
92,0.9,0.00,0,0.00,Frio
94,0.4,0.00,5,0.00,Frio
87,0.9,0.00,137,0.08,Frio
77,2.2,0.00,354,0.20,Frio
65,2.7,0.00,524,0.33,Normal
57,2.7,0.00,647,0.43,Normal
48,2.7,0.00,714,0.48,Normal
46,2.7,0.00,721,0.51,Normal
41,2.2,0.00,659,0.46,Normal
43,1.8,0.00,538,0.41,Normal
39,1.3,0.00,378,0.30,Quente
41,1.3,0.00,180,0.18,Quente
58,0.9,0.00,18,0.05,Normal
66,0.9,0.00,0,0.05,Normal
70,0.0,0.00,0,0.03,Frio
74,0.4,0.00,0,0.03,Frio
73,0.0,0.00,0,0.03,Frio
74,0.0,0.00,0,0.03,Frio
73,0.0,0.00,0,0.03,Frio
84,0.0,0.00,0,0.03,Frio
77,0.0,0.00,0,0.00,Frio
86,0.0,0.00,0,0.00,Frio
90,0.4,0.00,0,0.00,Frio
90,0.0,0.00,0,0.00,Frio
90,0.0,0.00,0,0.00,Frio
95,0.0,0.00,4,0.00,Frio
72,0.0,0.00,138,0.08,Frio
61,0.9,0.00,359,0.23,Normal
52,1.3,0.00,523,0.33,Normal
43,1.3,0.00,648,0.43,Normal
42,1.8,0.00,702,0.48,Normal
34,1.8,0.00,707,0.51,Quente
34,2.2,0.00,654,0.48,Quente
32,2.2,0.00,540,0.43,Quente
34,2.2,0.00,378,0.33,Quente
36,2.2,0.00,179,0.20,Quente
48,1.3,0.00,17,0.05,Normal
55,0.9,0.00,0,0.05,Normal
61,0.9,0.00,0,0.05,Normal
72,0.9,0.00,0,0.03,Frio
74,0.4,0.00,0,0.03,Frio
69,0.0,0.00,0,0.03,Frio
70,0.0,0.00,0,0.03,Frio
65,0.4,0.00,0,0.03,Frio
76,1.3,0.00,0,0.03,Frio
76,1.8,0.00,0,0.03,Frio
78,2.2,0.00,0,0.03,Frio
75,2.7,0.00,0,0.03,Frio
79,2.2,0.00,0,0.03,Frio
86,3.1,0.00,5,0.03,Frio
85,3.1,0.00,131,0.08,Frio
78,4.5,0.00,331,0.20,Frio
69,5.4,0.00,499,0.36,Normal
62,5.4,0.00,640,0.46,Normal
56,5.4,0.00,698,0.51,Normal
56,6.3,0.00,704,0.53,Normal
54,4.9,0.00,630,0.46,Normal
55,4.5,0.00,405,0.36,Normal
62,4.5,0.00,222,0.23,Normal
65,3.6,0.00,121,0.13,Normal
70,2.7,0.00,27,0.08,Normal
78,1.8,0.00,0,0.03,Normal
80,1.8,0.00,0,0.03,Frio
79,2.2,0.00,0,0.03,Frio
88,2.7,0.00,0,0.03,Frio
92,3.1,0.00,0,0.03,Frio
94,2.7,0.00,0,0.00,Frio
96,2.7,0.00,0,0.00,Frio
97,2.2,0.00,0,0.00,Frio
97,2.7,0.00,0,0.00,Frio
96,3.1,0.00,0,0.00,Frio
96,3.1,0.00,0,0.00,Frio
96,2.7,0.00,0,0.00,Frio
97,2.2,0.00,6,0.00,Frio
96,2.7,0.00,39,0.03,Frio
92,2.7,0.00,132,0.08,Frio
84,3.6,0.00,225,0.13,Frio
79,4.0,0.00,310,0.20,Frio
74,4.0,0.00,335,0.28,Normal
70,3.6,0.00,293,0.20,Normal
69,4.5,0.00,278,0.23,Normal
67,3.6,0.00,237,0.20,Normal
65,3.6,0.00,333,0.25,Normal
67,3.1,0.00,192,0.18,Normal
77,2.2,0.00,22,0.05,Normal
82,1.3,0.00,0,0.03,Frio
85,1.8,0.00,0,0.03,Frio
85,2.2,0.00,0,0.03,Frio
88,1.8,0.00,0,0.03,Frio
89,2.7,0.00,0,0.03,Frio
89,2.7,0.00,0,0.03,Frio
89,2.7,0.00,0,0.03,Frio
89,2.7,0.00,0,0.03,Frio
92,1.8,0.00,0,0.00,Frio
92,1.8,0.00,0,0.00,Frio
94,2.7,0.00,0,0.00,Frio
94,3.1,0.00,0,0.00,Frio
96,2.7,0.00,2,0.00,Frio
96,3.1,0.00,27,0.03,Frio
94,3.1,0.00,78,0.05,Frio
88,3.6,0.00,159,0.10,Frio
83,4.0,0.00,222,0.15,Frio
76,5.4,0.00,297,0.23,Frio
76,5.8,0.00,305,0.25,Normal
75,5.8,0.00,250,0.20,Normal
76,4.0,0.00,196,0.15,Frio
76,3.1,0.00,130,0.10,Frio
79,2.7,0.00,74,0.08,Frio
82,1.8,0.00,14,0.03,Frio
84,1.8,0.00,0,0.03,Frio
84,2.2,0.00,0,0.03,Frio
93,2.2,0.00,0,0.03,Frio
91,1.8,0.00,0,0.00,Frio
91,1.3,0.00,0,0.00,Frio
90,1.3,0.00,0,0.00,Frio
91,1.8,0.00,0,0.00,Frio
92,1.3,0.00,0,0.00,Frio
93,1.8,0.00,0,0.00,Frio
93,1.8,0.00,0,0.00,Frio
92,1.8,0.00,0,0.00,Frio
91,1.8,0.00,0,0.00,Frio
95,1.8,0.00,6,0.00,Frio
93,2.2,0.00,66,0.05,Frio
89,2.2,0.00,146,0.08,Frio
83,3.1,0.00,257,0.15,Frio
79,4.0,0.00,286,0.20,Frio
73,3.1,0.00,319,0.23,Normal
69,2.2,0.00,335,0.25,Normal
64,2.2,0.00,393,0.30,Normal
64,2.2,0.00,306,0.25,Normal
64,2.2,0.00,228,0.18,Normal
67,2.7,0.00,144,0.13,Normal
78,1.8,0.00,19,0.05,Normal
84,1.8,0.00,0,0.03,Frio
86,1.8,0.00,0,0.03,Frio
88,1.3,0.00,0,0.03,Frio
88,1.8,0.00,0,0.03,Frio
89,1.3,0.00,0,0.03,Frio
91,1.3,0.00,0,0.00,Frio
92,1.3,0.00,0,0.00,Frio
94,1.3,0.00,0,0.00,Frio
93,1.3,0.00,0,0.00,Frio
94,1.3,0.00,0,0.00,Frio
95,1.3,0.00,0,0.00,Frio
96,0.9,0.00,0,0.00,Frio
97,1.3,0.00,6,0.00,Frio
93,2.2,0.00,144,0.08,Frio
86,4.0,0.00,351,0.20,Frio
77,4.0,0.00,522,0.30,Frio
68,3.6,0.00,667,0.41,Normal
62,3.6,0.00,740,0.48,Normal
54,2.2,0.00,675,0.43,Normal
53,1.8,0.00,589,0.38,Normal
49,2.2,0.00,643,0.46,Normal
52,1.8,0.00,302,0.23,Normal
52,0.4,0.00,111,0.08,Normal
61,0.9,0.00,17,0.03,Normal
69,0.0,0.00,0,0.03,Frio
77,0.4,0.00,0,0.03,Frio
78,0.0,0.00,0,0.03,Frio
82,0.0,0.00,0,0.03,Frio
79,0.9,0.00,0,0.03,Frio
85,1.3,0.00,0,0.03,Frio
84,2.7,0.00,0,0.03,Frio
86,2.2,0.00,0,0.03,Frio
86,2.7,0.00,0,0.03,Frio
90,0.9,0.00,0,0.00,Frio
91,0.4,0.00,0,0.00,Frio
93,0.4,0.00,0,0.00,Frio
95,0.0,0.00,6,0.00,Frio
88,0.9,0.00,141,0.08,Frio
78,2.7,0.00,350,0.20,Frio
70,3.1,0.00,522,0.33,Normal
63,2.2,0.00,645,0.41,Normal
57,1.8,0.00,655,0.43,Normal
58,1.8,0.00,370,0.30,Normal
50,1.8,0.00,540,0.36,Normal
53,2.2,0.00,258,0.23,Normal
51,1.3,0.00,235,0.20,Normal
54,0.9,0.00,95,0.08,Normal
62,0.4,0.00,21,0.03,Normal
66,0.4,0.00,0,0.03,Normal
68,0.9,0.00,0,0.05,Normal
71,0.4,0.00,0,0.03,Frio
73,0.4,0.00,0,0.03,Frio
77,0.0,0.00,0,0.03,Frio
81,0.0,0.00,0,0.03,Frio
84,0.0,0.00,0,0.03,Frio
80,0.9,0.00,0,0.03,Frio
80,0.4,0.00,0,0.03,Frio
89,0.0,0.00,0,0.00,Frio
88,0.0,0.00,0,0.00,Frio
87,0.0,0.00,0,0.00,Frio
88,0.0,0.00,7,0.00,Frio
76,0.4,0.00,150,0.08,Frio
68,1.3,0.00,357,0.20,Normal
62,2.2,0.00,527,0.33,Normal
59,3.1,0.00,650,0.43,Normal
50,2.7,0.00,742,0.48,Normal
48,1.8,0.00,737,0.48,Normal
47,1.8,0.00,469,0.36,Normal
43,2.2,0.00,556,0.41,Normal
43,2.2,0.00,424,0.33,Normal
47,0.0,0.00,79,0.08,Normal
55,0.0,0.00,17,0.03,Normal
59,0.0,0.00,0,0.03,Normal
67,0.0,0.00,0,0.03,Normal
71,0.9,0.00,0,0.03,Frio
76,0.0,0.00,0,0.03,Frio
74,0.0,0.00,0,0.03,Frio
70,0.9,0.00,0,0.03,Frio
75,0.0,0.00,0,0.03,Frio
83,0.0,0.00,0,0.03,Frio
88,0.0,0.00,0,0.00,Frio
89,0.0,0.00,0,0.00,Frio
89,0.0,0.00,0,0.00,Frio
83,0.0,0.00,0,0.00,Frio
86,0.0,0.00,9,0.00,Frio
72,0.0,0.00,134,0.08,Frio
55,0.4,0.00,354,0.20,Normal
49,1.8,0.00,532,0.36,Normal
46,2.7,0.00,639,0.46,Normal
42,2.7,0.00,706,0.53,Normal
39,2.7,0.00,498,0.41,Quente
37,3.1,0.00,564,0.46,Quente
37,2.7,0.00,538,0.46,Quente
38,2.7,0.00,364,0.33,Quente
41,1.8,0.00,167,0.18,Quente
50,0.4,0.00,26,0.05,Normal
63,0.0,0.00,0,0.00,Normal
65,0.0,0.00,0,0.03,Frio
64,0.0,0.00,0,0.03,Frio
70,0.0,0.00,0,0.03,Frio
75,0.0,0.00,0,0.03,Frio
77,0.0,0.00,0,0.03,Frio
75,0.0,0.00,0,0.03,Frio
80,0.0,0.00,0,0.03,Frio
82,0.0,0.00,0,0.03,Frio
82,0.0,0.00,0,0.03,Frio
83,0.0,0.00,0,0.03,Frio
80,0.0,0.00,0,0.03,Frio
81,0.0,0.00,8,0.00,Frio
68,0.0,0.00,120,0.08,Frio
53,0.4,0.00,299,0.18,Normal
46,2.2,0.00,529,0.38,Normal
41,2.7,0.00,658,0.48,Quente
37,2.2,0.00,719,0.53,Quente
37,2.2,0.00,726,0.56,Quente
34,2.2,0.00,659,0.51,Quente
31,2.2,0.00,529,0.46,Quente
29,2.7,0.00,330,0.33,Quente
37,2.2,0.00,155,0.20,Quente
44,0.9,0.00,27,0.05,Quente
52,0.0,0.00,0,0.03,Normal
55,0.4,0.00,0,0.05,Normal
59,0.4,0.00,0,0.05,Normal
66,0.0,0.00,0,0.03,Frio
69,0.0,0.00,0,0.03,Frio
74,0.0,0.00,0,0.03,Frio
76,0.0,0.00,0,0.03,Frio
72,0.0,0.00,0,0.03,Frio
74,0.0,0.00,0,0.03,Frio
67,0.4,0.00,0,0.03,Frio
65,0.9,0.00,0,0.03,Frio
62,0.9,0.00,0,0.03,Frio
66,0.4,0.00,7,0.03,Frio
55,0.0,0.00,137,0.08,Normal
48,1.8,0.00,324,0.23,Normal
43,3.6,0.00,473,0.38,Normal
37,3.6,0.00,577,0.48,Quente
34,4.9,0.00,707,0.63,Quente
33,4.5,0.00,670,0.58,Quente
33,4.5,0.00,603,0.56,Quente
30,4.0,0.00,533,0.51,Quente
29,4.0,0.00,398,0.43,Quente
30,3.6,0.00,188,0.28,Quente
38,0.4,0.00,22,0.05,Quente
50,0.0,0.00,0,0.05,Normal
61,0.4,0.00,0,0.05,Normal
61,0.4,0.00,0,0.03,Frio
66,0.4,0.00,0,0.03,Frio
66,0.0,0.00,0,0.03,Frio
60,0.0,0.00,0,0.03,Frio
62,0.9,0.00,0,0.05,Frio
67,0.9,0.00,0,0.03,Frio
70,0.4,0.00,0,0.03,Frio
68,0.4,0.00,0,0.03,Frio
70,0.4,0.00,0,0.03,Frio
70,0.4,0.00,0,0.03,Frio
69,0.9,0.00,11,0.03,Frio
54,0.9,0.00,163,0.10,Normal
46,2.2,0.00,369,0.28,Normal
43,2.7,0.00,445,0.36,Normal
40,4.0,0.00,638,0.53,Quente
36,4.5,0.00,714,0.61,Quente
34,4.9,0.00,720,0.63,Quente
30,4.9,0.00,652,0.63,Quente
29,4.5,0.00,539,0.53,Quente
26,4.0,0.00,384,0.43,Quente
36,3.1,0.00,134,0.23,Quente
46,1.8,0.00,17,0.08,Quente
52,0.9,0.00,0,0.08,Normal
58,0.0,0.00,0,0.05,Normal
72,0.4,0.00,0,0.05,Normal
76,1.3,0.00,0,0.03,Normal
84,1.3,0.00,0,0.03,Normal
87,0.9,0.00,0,0.03,Frio
87,0.9,0.00,0,0.03,Frio
86,1.3,0.00,0,0.03,Frio
86,0.9,0.00,0,0.03,Frio
86,0.4,0.00,0,0.03,Normal
88,0.4,0.00,0,0.03,Frio
88,0.0,0.00,0,0.00,Frio
88,0.0,0.00,4,0.00,Frio
83,0.0,0.00,73,0.05,Normal
69,1.3,0.00,202,0.15,Normal
57,2.7,0.00,471,0.33,Normal
53,3.6,0.00,629,0.48,Quente
45,4.0,0.00,515,0.46,Quente
45,4.0,0.00,337,0.41,Quente
48,3.6,0.00,256,0.30,Quente
43,3.6,0.00,256,0.30,Quente
41,4.0,0.00,189,0.28,Quente
56,3.6,0.00,72,0.15,Quente
68,3.6,0.00,13,0.08,Normal
75,4.0,0.00,0,0.08,Normal
80,4.0,0.00,0,0.05,Normal
82,3.6,0.00,0,0.05,Normal
85,3.6,0.00,0,0.03,Frio
87,4.5,0.00,0,0.03,Frio
88,4.5,0.00,0,0.03,Frio
92,4.0,0.00,0,0.03,Frio
94,4.0,0.00,0,0.03,Frio
93,2.7,0.00,0,0.00,Frio
94,3.1,0.00,0,0.00,Frio
94,2.2,0.00,0,0.00,Frio
93,1.3,0.00,0,0.00,Frio
90,0.9,0.00,8,0.00,Frio
75,2.2,0.00,168,0.10,Frio
53,2.7,0.00,383,0.23,Frio
41,2.7,0.00,557,0.36,Frio
32,2.2,0.00,681,0.43,Normal
34,1.8,0.00,751,0.48,Normal
29,1.8,0.00,756,0.51,Normal
26,2.2,0.00,697,0.51,Normal
24,2.2,0.00,568,0.46,Normal
18,1.8,0.00,403,0.33,Normal
23,1.8,0.00,209,0.20,Normal
46,1.8,0.00,25,0.08,Normal
49,1.3,0.00,0,0.03,Frio
50,1.3,0.00,0,0.08,Frio
44,3.1,0.00,0,0.10,Frio
48,4.5,0.00,0,0.10,Frio
53,4.5,0.00,0,0.10,Frio
59,3.6,0.00,0,0.08,Frio
60,3.1,0.00,0,0.08,Frio
64,2.7,0.00,0,0.05,Frio
62,2.2,0.00,0,0.05,Frio
58,3.1,0.00,0,0.05,Frio
56,3.6,0.00,0,0.08,Frio
55,2.7,0.00,0,0.08,Frio
54,2.2,0.00,10,0.05,Frio
43,2.2,0.00,167,0.13,Frio
37,2.2,0.00,372,0.28,Normal
46,3.6,0.00,535,0.41,Normal
56,4.5,0.00,663,0.51,Normal
52,3.1,0.00,727,0.51,Normal
47,2.7,0.00,731,0.53,Quente
44,2.2,0.00,670,0.48,Quente
39,2.2,0.00,549,0.43,Quente
42,1.3,0.00,376,0.30,Quente
44,1.3,0.00,185,0.18,Quente
54,0.9,0.00,25,0.05,Quente
61,1.3,0.00,0,0.05,Normal
67,0.4,0.00,0,0.03,Normal
70,0.0,0.00,0,0.03,Normal
70,0.0,0.00,0,0.03,Normal
76,2.7,0.00,0,0.05,Normal
85,3.1,0.00,0,0.05,Normal
89,2.7,0.00,0,0.03,Frio
91,3.1,0.00,0,0.03,Frio
93,2.2,0.00,0,0.00,Frio
94,1.3,0.00,0,0.00,Frio
96,1.8,0.00,0,0.00,Frio
96,0.4,0.00,0,0.00,Frio
98,0.4,0.00,11,0.00,Frio
92,1.3,0.00,147,0.08,Frio
82,1.8,0.00,361,0.20,Normal
70,2.7,0.00,530,0.33,Normal
61,2.2,0.00,655,0.43,Normal
53,2.7,0.00,724,0.51,Quente
49,2.2,0.00,729,0.53,Quente
47,2.2,0.00,674,0.51,Quente
45,2.7,0.00,565,0.43,Quente
43,1.3,0.00,372,0.28,Quente
42,0.9,0.00,197,0.15,Quente
52,0.0,0.00,25,0.03,Quente
58,1.3,0.00,0,0.03,Normal
63,1.3,0.00,0,0.05,Normal
62,0.9,0.00,0,0.05,Normal
66,0.0,0.00,0,0.03,Normal
68,0.0,0.00,0,0.03,Normal
71,0.0,0.00,0,0.03,Frio
77,0.0,0.00,0,0.03,Frio
81,0.0,0.00,0,0.03,Frio
78,0.0,0.00,0,0.03,Frio
77,0.0,0.00,0,0.03,Frio
85,0.0,0.00,0,0.03,Frio
87,0.0,0.00,0,0.00,Frio
88,0.0,0.00,11,0.00,Frio
74,0.9,0.00,165,0.10,Normal
66,2.2,0.00,370,0.25,Normal
60,3.1,0.00,538,0.38,Normal
52,1.8,0.00,661,0.46,Quente
45,3.1,0.00,733,0.56,Quente
40,3.1,0.00,739,0.56,Quente
39,3.1,0.00,685,0.56,Quente
36,2.2,0.00,565,0.46,Quente
34,2.7,0.00,401,0.36,Quente
35,2.2,0.00,199,0.23,Quente
46,0.4,0.00,25,0.05,Quente
54,0.0,0.00,0,0.05,Normal
61,0.0,0.00,0,0.05,Normal
65,0.0,0.00,0,0.03,Normal
71,0.0,0.00,0,0.03,Normal
80,0.0,0.00,0,0.03,Frio
74,0.4,0.00,0,0.03,Frio
76,0.9,0.00,0,0.03,Frio
77,0.4,0.00,0,0.03,Frio
76,0.4,0.00,0,0.03,Normal
71,0.0,0.00,0,0.03,Frio
88,0.0,0.00,0,0.03,Frio
85,0.0,0.00,0,0.00,Frio
83,0.0,0.00,11,0.00,Frio
66,0.0,0.00,162,0.10,Normal
60,0.9,0.00,373,0.25,Normal
52,1.3,0.00,544,0.36,Normal
47,1.8,0.00,666,0.48,Quente
36,1.3,0.00,729,0.51,Quente
35,1.8,0.00,758,0.56,Quente
34,1.3,0.00,734,0.53,Quente
34,1.8,0.00,636,0.48,Quente
36,1.3,0.00,198,0.18,Quente
40,0.0,0.00,113,0.10,Quente
46,0.0,0.00,27,0.03,Quente
51,0.0,0.00,0,0.00,Normal
54,0.0,0.00,0,0.05,Normal
55,0.0,0.00,0,0.05,Normal
